"r2_train","r2_test","r2_true","jitter_num","jitter"
0.733193430033695,0.632421677660307,0.667113946725124,17,4.4059321942636
0.743330561604601,0.642364386152384,0.652613593624515,18,4.4059321942636
0.746553143951572,0.63469867482233,0.654883145958404,19,4.4059321942636
0.751525541820186,0.65734977962229,0.675781256746806,2,4.4059321942636
0.74770185301781,0.649322758047024,0.654784977421577,20,4.4059321942636
0.743575851433386,0.653882693693576,0.663622425386354,21,4.4059321942636
0.742450845559153,0.619916349255666,0.657218775813279,22,4.4059321942636
0.744822133568409,0.647995829762101,0.663425915436453,23,4.4059321942636
0.745118986029031,0.627839987583594,0.666633446743745,12,4.4059321942636
0.737068436031988,0.649768534611884,0.682797056551699,25,4.4059321942636
0.747840108090543,0.665292961300675,0.683497305224825,26,4.4059321942636
0.738546331981438,0.627082439896824,0.64658209995297,27,4.4059321942636
0.746926070959452,0.657647229075016,0.673421121744182,28,4.4059321942636
0.747749915873745,0.633668951795346,0.644297281449278,29,4.4059321942636
0.744762522599124,0.642944907456582,0.661722078018264,3,4.4059321942636
0.743296917446402,0.637728598154371,0.662317435749234,30,4.4059321942636
0.738327543804242,0.617016433922822,0.635796064637789,31,4.4059321942636
0.741000103249924,0.653947095769455,0.68234105376547,32,4.4059321942636
0.742820562932428,0.643977349120779,0.663326471209552,33,4.4059321942636
0.744123863743187,0.634346592355712,0.652035545069455,34,4.4059321942636
0.738149586905641,0.652304816105241,0.676642275963226,35,4.4059321942636
0.747866906286737,0.650619742706595,0.65764008766401,24,4.4059321942636
0.743341786374851,0.650329963746907,0.678047267816747,37,4.4059321942636
0.743665257655254,0.621936145841655,0.659511741521328,38,4.4059321942636
0.742526467768592,0.620251782226751,0.652633258883645,39,4.4059321942636
0.746728292925554,0.648963972339539,0.670866708274888,4,4.4059321942636
0.739720317340674,0.655574974114047,0.685850892148368,40,4.4059321942636
0.744261178790172,0.649030896006767,0.668512293541031,41,4.4059321942636
0.742692437544006,0.656259949589939,0.678671848488871,42,4.4059321942636
0.751782982885028,0.642996058005077,0.657199492281731,43,4.4059321942636
0.748060289083227,0.671102210388466,0.680126141781603,44,4.4059321942636
0.743353852222386,0.620106392052126,0.645699751132401,45,4.4059321942636
0.75068354508487,0.666080252729334,0.679294105199375,46,4.4059321942636
0.744007105506539,0.636944759749644,0.658664628446405,47,4.4059321942636
0.737952515346801,0.644672958603979,0.682083485464058,48,4.4059321942636
0.738101470831917,0.645971532125881,0.670673122565368,49,4.4059321942636
0.735533687394657,0.651079563486984,0.665978758888563,5,4.4059321942636
0.745157322145128,0.650160310533191,0.666025928985258,50,4.4059321942636
0.748319695678389,0.629578785316702,0.666528467831287,6,4.4059321942636
0.740243362414114,0.621788614498138,0.64510365193334,7,4.4059321942636
0.732756057141217,0.609361844291823,0.631694322638172,8,4.4059321942636
0.744836824356785,0.635364992930118,0.655860514782636,9,4.4059321942636
0.751746951278688,0.652414112542805,0.690544782265076,36,4.4059321942636
0.735395747321938,0.61878993343018,0.634617201332342,1,4.82859765091133
0.727201442401908,0.599718005349994,0.638268741347211,10,4.82859765091133
0.735380887790098,0.611767450015217,0.645167147643201,11,4.82859765091133
0.734508528818291,0.638089284782207,0.658961958576894,13,4.82859765091133
0.737050154745218,0.641954856002823,0.677879909725109,14,4.82859765091133
0.737479827133996,0.623988749317406,0.665177523610373,15,4.82859765091133
0.732093069616876,0.605182944738274,0.6398531256177,12,4.82859765091133
0.734422538205302,0.645123280966465,0.677743682691138,17,4.82859765091133
0.732695789826727,0.620284419963445,0.635651314728184,18,4.82859765091133
0.733961180025574,0.642847388400414,0.66516619652428,19,4.82859765091133
0.733972528964766,0.635587741345421,0.669087471998279,2,4.82859765091133
0.735426538211974,0.632892251040883,0.650882292518726,20,4.82859765091133
0.739641201050702,0.627928265843924,0.652271129849405,21,4.82859765091133
0.737583046820976,0.614726511205737,0.641892819681543,22,4.82859765091133
0.738822291544767,0.619938205834486,0.65458192948345,23,4.82859765091133
0.734502828393569,0.63064189906389,0.636674630450388,24,4.82859765091133
0.726156184890592,0.636819559718326,0.673609175287326,25,4.82859765091133
0.734648152463266,0.660714441474826,0.676719852133403,26,4.82859765091133
0.725612651086664,0.62447393355764,0.652695504825703,27,4.82859765091133
0.742209731136716,0.652144510710444,0.676767997108353,16,4.82859765091133
0.73979392007496,0.638268750364015,0.675935929286358,29,4.82859765091133
0.729135334429685,0.61699054397253,0.653425518148339,3,4.82859765091133
0.731514543046195,0.624084624424082,0.655639214160245,30,4.82859765091133
0.736175789370264,0.622026146163023,0.647451996682061,31,4.82859765091133
0.73372581121599,0.648264977444289,0.676580923728984,32,4.82859765091133
0.737711533662532,0.628150788129363,0.658398097630142,33,4.82859765091133
0.73212519398466,0.627499830245329,0.654587049807282,34,4.82859765091133
0.735879508323903,0.649704184894323,0.674799760016108,35,4.82859765091133
0.742540010760877,0.641408109745702,0.677452350805862,36,4.82859765091133
0.736659185192748,0.633562585899557,0.674357041847419,37,4.82859765091133
0.733339852791808,0.611699553460901,0.64349857334771,38,4.82859765091133
0.736093365348771,0.610576533382276,0.647944613754675,39,4.82859765091133
0.739645134506535,0.633817094906034,0.670694696691649,4,4.82859765091133
0.731486269165425,0.635606620440845,0.668109517580533,40,4.82859765091133
0.734815436327891,0.627637897784831,0.660397154080103,41,4.82859765091133
0.737376267852649,0.65172762420876,0.677040700266803,42,4.82859765091133
0.737872060229668,0.643172091152713,0.658128108251621,43,4.82859765091133
0.744283928305708,0.653735048480961,0.672179564075745,44,4.82859765091133
0.736158702588237,0.607101019471794,0.641620528585092,45,4.82859765091133
0.738423719889567,0.627943834666016,0.6433600221706,46,4.82859765091133
0.734730075566573,0.621237960770441,0.654354417390882,47,4.82859765091133
0.732862222651511,0.634691620302139,0.684828887455115,48,4.82859765091133
0.726219909107449,0.629510939707017,0.669911653172669,49,4.82859765091133
0.726877624407477,0.613065680575925,0.633144660251076,5,4.82859765091133
0.73407346397386,0.64914080198109,0.673662303406986,50,4.82859765091133
0.738180705397414,0.635935598093585,0.682311383469163,6,4.82859765091133
0.734920769286889,0.634084753477568,0.663972535291066,7,4.82859765091133
0.727297426074511,0.606585062123622,0.628823728822626,8,4.82859765091133
0.730860153266537,0.617304085109664,0.655649088388671,9,4.82859765091133
0.740744002251361,0.670014573520575,0.684048920494358,28,4.82859765091133
0.721696132530034,0.601643976848312,0.632464002344772,1,5.26209482081574
0.716950503169169,0.588410864563905,0.62203655274013,10,5.26209482081574
0.722777714359558,0.610857643431697,0.657704812687918,12,5.26209482081574
0.72232679861729,0.623396572865191,0.644184267453176,13,5.26209482081574
0.733129376538184,0.609599712264755,0.659072248590261,14,5.26209482081574
0.72265477185464,0.618400874432351,0.657272776658367,11,5.26209482081574
0.738288275944331,0.628164277632268,0.649293937496484,16,5.26209482081574
0.715433735472875,0.618085097309152,0.662874298812926,17,5.26209482081574
